"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7574","selenideSearchOnGitHubWithLambdaStepsTest()","","Sun Jun 22 16:59:36 GMT 2025","passed","Sun Jun 22 16:59:43 GMT 2025","","tests.TestForAllure","tests.TestForAllure","selenideSearchOnGitHubWithLambdaStepsTest"
"","7165","annotatedStepTest()","","Sun Jun 22 16:59:43 GMT 2025","passed","Sun Jun 22 16:59:50 GMT 2025","","tests.TestForAllure","tests.TestForAllure","annotatedStepTest"
"","10091","easySelenideSeacrhOnGitHubTest()","","Sun Jun 22 16:59:26 GMT 2025","passed","Sun Jun 22 16:59:36 GMT 2025","","tests.TestForAllure","tests.TestForAllure","easySelenideSeacrhOnGitHubTest"
"","7036","lambdaAttachmentsTest()","","Sun Jun 22 16:59:58 GMT 2025","passed","Sun Jun 22 17:00:05 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","lambdaAttachmentsTest"
"","1","Проверка наличия pull-request в репозитории","","Sun Jun 22 16:59:51 GMT 2025","passed","Sun Jun 22 16:59:51 GMT 2025","","tests.LabelsTest","tests.LabelsTest","staticLabelsTest"
"","5","Проверка наличия pull-request в репозитории","","Sun Jun 22 16:59:51 GMT 2025","passed","Sun Jun 22 16:59:51 GMT 2025","","tests.LabelsTest","tests.LabelsTest","dynamicLabelsTest"
"","7287","annotatedAttachmentsTest()","","Sun Jun 22 16:59:51 GMT 2025","passed","Sun Jun 22 16:59:58 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","annotatedAttachmentsTest"
