"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6982","selenideSearchOnGitHubWithLambdaStepsTest()","","Sat Jul 12 09:38:55 GMT 2025","passed","Sat Jul 12 09:39:02 GMT 2025","","tests.TestForAllure","tests.TestForAllure","selenideSearchOnGitHubWithLambdaStepsTest"
"","1","Проверка наличия pull-request в репозитории","","Sat Jul 12 09:39:09 GMT 2025","passed","Sat Jul 12 09:39:09 GMT 2025","","tests.LabelsTest","tests.LabelsTest","dynamicLabelsTest"
"","1","Проверка наличия pull-request в репозитории","","Sat Jul 12 09:39:09 GMT 2025","passed","Sat Jul 12 09:39:09 GMT 2025","","tests.LabelsTest","tests.LabelsTest","staticLabelsTest"
"","7066","annotatedStepTest()","","Sat Jul 12 09:39:02 GMT 2025","passed","Sat Jul 12 09:39:09 GMT 2025","","tests.TestForAllure","tests.TestForAllure","annotatedStepTest"
"","7396","lambdaAttachmentsTest()","","Sat Jul 12 09:38:41 GMT 2025","passed","Sat Jul 12 09:38:48 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","lambdaAttachmentsTest"
"","10873","annotatedAttachmentsTest()","","Sat Jul 12 09:38:30 GMT 2025","passed","Sat Jul 12 09:38:40 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","annotatedAttachmentsTest"
"","6968","easySelenideSeacrhOnGitHubTest()","","Sat Jul 12 09:38:48 GMT 2025","passed","Sat Jul 12 09:38:55 GMT 2025","","tests.TestForAllure","tests.TestForAllure","easySelenideSeacrhOnGitHubTest"
