"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11029","easySelenideSeacrhOnGitHubTest()","","Thu Jun 26 10:19:12 GMT 2025","passed","Thu Jun 26 10:19:23 GMT 2025","","tests.TestForAllure","tests.TestForAllure","easySelenideSeacrhOnGitHubTest"
"","7243","annotatedStepTest()","","Thu Jun 26 10:19:31 GMT 2025","passed","Thu Jun 26 10:19:38 GMT 2025","","tests.TestForAllure","tests.TestForAllure","annotatedStepTest"
"","1","Проверка наличия pull-request в репозитории","","Thu Jun 26 10:19:38 GMT 2025","passed","Thu Jun 26 10:19:38 GMT 2025","","tests.LabelsTest","tests.LabelsTest","staticLabelsTest"
"","7646","selenideSearchOnGitHubWithLambdaStepsTest()","","Thu Jun 26 10:19:23 GMT 2025","passed","Thu Jun 26 10:19:31 GMT 2025","","tests.TestForAllure","tests.TestForAllure","selenideSearchOnGitHubWithLambdaStepsTest"
"","7134","lambdaAttachmentsTest()","","Thu Jun 26 10:19:46 GMT 2025","passed","Thu Jun 26 10:19:53 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","lambdaAttachmentsTest"
"","7720","annotatedAttachmentsTest()","","Thu Jun 26 10:19:38 GMT 2025","passed","Thu Jun 26 10:19:46 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","annotatedAttachmentsTest"
"","2","Проверка наличия pull-request в репозитории","","Thu Jun 26 10:19:38 GMT 2025","passed","Thu Jun 26 10:19:38 GMT 2025","","tests.LabelsTest","tests.LabelsTest","dynamicLabelsTest"
