"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7091","lambdaAttachmentsTest()","","Sun Jun 22 08:50:09 GMT 2025","passed","Sun Jun 22 08:50:16 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","lambdaAttachmentsTest"
"","1","Проверка наличия pull-request в репозитории","","Sun Jun 22 08:50:02 GMT 2025","passed","Sun Jun 22 08:50:02 GMT 2025","","tests.LabelsTest","tests.LabelsTest","dynamicLabelsTest"
"","1","Проверка наличия pull-request в репозитории","","Sun Jun 22 08:50:02 GMT 2025","passed","Sun Jun 22 08:50:02 GMT 2025","","tests.LabelsTest","tests.LabelsTest","staticLabelsTest"
"","7241","annotatedAttachmentsTest()","","Sun Jun 22 08:50:02 GMT 2025","passed","Sun Jun 22 08:50:09 GMT 2025","","tests.AttachmentStepsTests","tests.AttachmentStepsTests","annotatedAttachmentsTest"
"","7418","selenideSearchOnGitHubWithLambdaStepsTest()","","Sun Jun 22 08:49:47 GMT 2025","passed","Sun Jun 22 08:49:55 GMT 2025","","tests.TestForAllure","tests.TestForAllure","selenideSearchOnGitHubWithLambdaStepsTest"
"","10513","easySelenideSeacrhOnGitHubTest()","","Sun Jun 22 08:49:37 GMT 2025","passed","Sun Jun 22 08:49:47 GMT 2025","","tests.TestForAllure","tests.TestForAllure","easySelenideSeacrhOnGitHubTest"
"","7089","annotatedStepTest()","","Sun Jun 22 08:49:55 GMT 2025","passed","Sun Jun 22 08:50:02 GMT 2025","","tests.TestForAllure","tests.TestForAllure","annotatedStepTest"
